car_id,brand,model,year,mileage,engine_size,fuel_type,transmission,owner_count,accident_history,service_history,color,price
2199,Lexus,Sedan,2022,52680,4.8,Electric,Automatic,4,0,Full,Blue,64791.69
2200,Porsche,Convertible,2011,11311,4.9,Hybrid,Automatic,5,0,Partial,Red,86672.3
2201,Porsche,Sedan,2009,110416,1.5,Petrol,Automatic,5,0,Full,Silver,42501.19
2202,Lexus,SUV,2001,97966,5.2,Diesel,CVT,1,0,Partial,Gray,43923.7
2203,Hyundai,Convertible,2010,3991,3.0,Diesel,Manual,0,0,Full,Blue,39732.92
2204,Volvo,Hatchback,2009,5624,2.3,Diesel,Automatic,4,0,Full,Blue,40312.86
2205,Tesla,Sedan,2021,34176,3.9,Hybrid,Automatic,2,0,Full,White,77459.0
2206,Land Rover,Truck,2005,46980,5.1,Diesel,CVT,0,0,Full,Green,62070.92
2207,BMW,Coupe,2017,16072,4.9,Petrol,Automatic,5,0,Full,Blue,64458.73
2208,Audi,Minivan,2001,63079,5.4,Electric,Automatic,0,0,Full,Blue,62340.95
2209,Toyota,Minivan,2001,45183,5.6,Diesel,Manual,3,0,None,Gray,15464.96
2210,Tesla,Coupe,2009,19639,2.2,Petrol,Automatic,3,0,Partial,Blue,51296.12
2211,Chevrolet,Truck,2015,1284,3.1,Petrol,Automatic,4,0,Partial,White,25489.2
2212,Honda,SUV,2011,69344,1.1,Electric,Automatic,2,0,Full,Blue,48923.02
2213,Toyota,Convertible,2000,12087,5.4,Hybrid,Automatic,3,0,Partial,Red,40632.22
2214,BMW,Coupe,2020,89931,1.8,Diesel,Automatic,5,0,Full,White,54660.98
2215,Mercedes,Truck,2007,27261,5.3,Petrol,Automatic,1,0,Full,Red,69187.5
2216,Mercedes,Hatchback,2015,43028,2.6,Petrol,Automatic,1,0,Full,Green,58842.86
2217,Nissan,Minivan,2017,103158,2.8,Petrol,CVT,5,1,Full,Silver,23940.47
2218,Tesla,Truck,2012,99616,1.2,Diesel,Automatic,0,0,Full,Green,66120.07
2219,Jaguar,SUV,2014,23222,2.6,Diesel,Automatic,5,0,Full,Green,59857.86
2220,BMW,SUV,2020,11715,5.4,Diesel,Automatic,0,0,Full,Silver,89317.97
2221,Kia,Sedan,2011,74615,1.1,Hybrid,Automatic,0,1,Partial,Gray,21270.63
2222,BMW,Coupe,2007,28376,3.0,Petrol,Manual,1,0,None,Blue,46038.63
2223,Lexus,Sedan,2009,10662,1.2,Petrol,Automatic,3,0,Full,White,41391.43
2224,Chevrolet,Minivan,2013,117392,2.9,Petrol,Automatic,5,0,Full,Silver,16991.85
2225,Jaguar,Truck,2004,11038,1.9,Petrol,Automatic,3,0,Partial,Blue,44318.44
2226,Chevrolet,Convertible,2017,1307,2.3,Petrol,Automatic,4,0,Full,Black,45781.83
2227,Hyundai,Convertible,2018,1024,5.4,Diesel,Automatic,2,0,None,Black,36046.21
2228,Land Rover,SUV,2014,48684,3.2,Hybrid,Automatic,1,0,Partial,Gray,64028.38
2229,Land Rover,Convertible,2005,54187,2.4,Hybrid,Automatic,0,0,Full,Blue,58859.28
2230,Audi,Convertible,2010,18628,3.9,Hybrid,CVT,2,0,Full,Green,86368.48
2231,Nissan,Minivan,2020,19283,1.7,Diesel,Manual,0,0,None,Silver,33746.43
2232,Porsche,Convertible,2010,20737,2.3,Hybrid,Manual,2,0,None,Red,43443.53
2233,Mercedes,Truck,2019,56996,3.7,Petrol,Manual,2,0,Full,Blue,69998.56
2234,Honda,Convertible,2019,2994,2.2,Electric,Manual,3,0,Full,Black,55843.71
2235,Land Rover,Hatchback,2020,132335,4.4,Petrol,Manual,4,0,Partial,Blue,26955.53
2236,Jaguar,Convertible,2017,12584,3.5,Petrol,Automatic,4,0,Full,Silver,67624.82
2237,BMW,Convertible,2017,401308,4.9,Petrol,Automatic,0,0,None,Red,40951.47
2238,Honda,Sedan,2009,9408,5.7,Electric,Manual,1,0,Partial,White,45414.11
2239,Ford,Truck,2001,73821,1.6,Electric,Automatic,4,0,Partial,Green,34812.32
2240,Chevrolet,SUV,2008,12642,2.7,Hybrid,Automatic,1,0,Full,Blue,48092.82
2241,Land Rover,Sedan,2013,4215,2.6,Diesel,Automatic,0,0,Partial,Silver,45929.12
2242,BMW,Coupe,2018,103945,1.8,Diesel,Automatic,1,0,Full,White,59597.6
2243,Land Rover,Truck,2009,97861,5.1,Electric,Automatic,2,0,Full,Black,60201.7
2244,Mercedes,Hatchback,2022,25839,4.8,Diesel,Automatic,2,1,Full,White,44809.86
2245,Ford,Truck,2003,60599,3.4,Electric,Automatic,0,0,Full,Black,32760.31
2246,Toyota,Coupe,2005,40716,3.7,Petrol,Manual,1,0,Partial,Gray,30251.72
2247,Land Rover,Coupe,2013,95851,1.3,Petrol,Manual,1,0,Partial,Gray,37310.43
2248,Hyundai,Coupe,2003,18920,3.8,Hybrid,Manual,0,0,Full,Black,33417.58
2249,Jaguar,Minivan,2014,37082,5.0,Petrol,Manual,4,0,Full,Red,32271.27
2250,Land Rover,SUV,2015,33215,3.9,Electric,Automatic,3,0,Full,Gray,72558.34
2251,Porsche,Convertible,2006,21840,2.3,Diesel,Automatic,4,0,Full,Green,73981.85
2252,Honda,Truck,2016,111029,4.3,Electric,Automatic,5,1,Partial,Red,20298.12
2253,Honda,Minivan,2018,9068,2.8,Petrol,Manual,3,0,Full,Red,31862.76
2254,Mercedes,Convertible,2018,8097,3.7,Hybrid,Automatic,1,0,None,Red,66415.1
2255,Jaguar,Convertible,2016,43008,3.4,Diesel,Manual,3,0,Partial,Silver,47197.33
2256,Ford,Hatchback,2005,53573,2.9,Diesel,Automatic,3,0,Full,Blue,23981.56
2257,Hyundai,Coupe,2010,10822,4.6,Diesel,Manual,1,0,Full,Green,47887.95
2258,Lexus,SUV,2015,24773,5.4,Electric,Automatic,2,0,Full,Silver,85869.56
2259,Jaguar,Hatchback,2007,146463,1.0,Diesel,Manual,3,0,Full,Blue,26741.3
2260,Honda,Sedan,2010,14159,5.7,Petrol,Automatic,0,0,Full,Blue,36803.29
2261,Porsche,Minivan,2006,55185,3.6,Electric,Automatic,4,0,Full,Red,54748.46
2262,Kia,Minivan,2023,67382,4.5,Petrol,Automatic,1,0,None,Black,27339.61
2263,Toyota,SUV,2021,29722,5.3,Petrol,CVT,1,0,Full,Blue,46404.36
2264,Mercedes,Convertible,2018,138650,3.3,Petrol,Automatic,3,0,Partial,Gray,53685.68
2265,Lexus,Minivan,2009,66714,5.2,Hybrid,Manual,2,0,Full,White,44979.76
2266,Porsche,SUV,2008,30617,1.9,Petrol,Manual,2,0,Full,Silver,63927.77
2267,Ford,Minivan,2003,42121,1.8,Petrol,Manual,4,0,Full,Silver,5004.57
2268,Kia,Minivan,2022,58982,4.3,Electric,Automatic,4,0,Full,Green,46824.04
2269,Chevrolet,Coupe,2014,44847,5.4,Hybrid,Automatic,2,0,Full,White,35323.02
2270,Ford,Sedan,2012,105473,5.5,Petrol,Automatic,5,0,Partial,Red,21745.08
2271,Porsche,Coupe,2001,22071,4.2,Hybrid,CVT,2,0,Full,Green,69125.57
2272,Chevrolet,Sedan,2001,17825,3.6,Electric,CVT,2,0,Partial,Green,23684.28
2273,Tesla,Minivan,2015,12029,2.7,Petrol,Manual,3,0,Partial,Blue,48419.24
2274,Mercedes,Hatchback,2008,1925,5.9,Hybrid,Automatic,0,0,Partial,Green,58944.09
2275,Jaguar,Convertible,2012,2198,2.6,Diesel,Automatic,4,0,Partial,White,53471.64
2276,Chevrolet,Minivan,2002,102032,4.7,Diesel,CVT,5,0,Full,Red,3715.48
2277,Kia,Sedan,2008,56721,3.7,Diesel,Automatic,5,1,None,Green,12354.24
2278,Nissan,Sedan,2012,54018,4.0,Diesel,Manual,1,0,None,Silver,29139.07
2279,Chevrolet,Sedan,2020,47679,3.0,Petrol,Automatic,2,1,Partial,Green,27288.14
2280,BMW,Minivan,2021,94596,5.8,Hybrid,Automatic,2,0,Full,White,74980.56
2281,Toyota,SUV,2001,32721,3.9,Petrol,Manual,0,0,Full,Blue,17964.27
2282,BMW,Hatchback,2007,102169,5.7,Diesel,Automatic,2,0,Partial,Black,42732.81
2283,Jaguar,SUV,2008,22271,1.0,Petrol,Automatic,4,0,Partial,Gray,44744.38
2284,Jaguar,Convertible,2015,130664,3.9,Hybrid,CVT,5,0,Partial,Gray,55671.12
2285,Mercedes,Minivan,2001,59975,4.6,Petrol,Automatic,2,0,Partial,Gray,48468.17
2286,Jaguar,Sedan,2005,14864,4.7,Diesel,Manual,0,1,Full,White,29147.18
2287,Honda,Hatchback,2021,41515,5.5,Diesel,Manual,3,0,Full,Green,30128.58
2288,Chevrolet,Hatchback,2007,38074,1.0,Hybrid,Automatic,4,1,Partial,Green,16723.27
2289,Chevrolet,Truck,2004,7419,1.0,Diesel,Automatic,3,0,Full,Blue,24224.16
2290,Tesla,Convertible,2008,44731,3.4,Hybrid,Automatic,1,0,Partial,Red,82953.02
2291,Lexus,Hatchback,2000,18901,1.1,Petrol,Automatic,0,0,Partial,Blue,32645.0
2292,Jaguar,Minivan,2008,2688,5.9,Petrol,Automatic,1,0,Full,Blue,45888.48
2293,BMW,Sedan,2009,148460,2.1,Diesel,Manual,1,0,Full,Green,48815.04
2294,Kia,Sedan,2022,51289,3.4,Electric,Automatic,5,0,Partial,Green,47068.35
2295,Jaguar,Hatchback,2003,104745,1.3,Petrol,Automatic,1,0,Full,Silver,29521.66
2296,Ford,SUV,2002,56359,3.6,Petrol,Automatic,1,0,Full,Gray,27681.88
2297,Tesla,Convertible,2009,22079,2.9,Petrol,Automatic,0,0,Partial,White,73065.2
2298,Honda,Sedan,2014,35942,1.2,Diesel,Automatic,3,0,Partial,Gray,24237.37
2299,Honda,Hatchback,2010,56311,2.7,Petrol,Manual,2,0,Partial,Blue,20552.45
2300,Kia,Sedan,2013,161260,3.0,Hybrid,Automatic,1,0,Full,Red,28612.41
2301,Land Rover,Hatchback,2005,14629,5.9,Petrol,Automatic,5,0,Full,Green,31394.86
2302,Chevrolet,Convertible,2011,103962,2.0,Petrol,Automatic,2,0,Partial,Black,27773.83
2303,Honda,Hatchback,2012,128902,3.7,Petrol,Automatic,5,0,Full,Green,18093.62
2304,Chevrolet,Truck,2016,55496,5.9,Diesel,Automatic,2,0,Full,Black,46245.46
2305,Land Rover,Hatchback,2015,133876,5.0,Diesel,Manual,1,0,Full,Green,32767.03
2306,Porsche,Hatchback,2002,25364,6.0,Petrol,Automatic,4,1,Full,Blue,32258.78
2307,Toyota,Minivan,2001,152897,5.8,Electric,Automatic,2,0,Full,Silver,26328.89
2308,Audi,Convertible,2010,60664,3.4,Petrol,Automatic,4,0,Full,Black,75106.36
2309,Hyundai,Minivan,2008,2145,4.5,Hybrid,Automatic,3,0,Full,Black,29316.01
2310,Honda,Hatchback,2002,118689,1.6,Diesel,Automatic,2,0,None,Green,15233.59
2311,Lexus,Convertible,2017,33128,3.2,Petrol,Automatic,0,0,Full,White,60781.04
2312,Ford,Truck,2019,30839,5.0,Hybrid,Automatic,5,0,Full,Green,42207.3
2313,Volvo,Convertible,2014,41789,3.5,Hybrid,Automatic,3,0,Full,White,80567.74
2314,Porsche,Sedan,2013,8089,4.5,Petrol,Automatic,3,0,Full,Silver,62468.48
2315,Honda,Minivan,2001,31665,4.7,Diesel,Automatic,4,0,None,Blue,20375.68
2316,Chevrolet,Convertible,2016,88930,2.3,Petrol,Automatic,1,0,Partial,Green,33311.05
2317,Toyota,Truck,2021,780,5.4,Diesel,Manual,5,1,Partial,Silver,31109.6
2318,Land Rover,Coupe,2007,15935,3.3,Petrol,Automatic,0,1,Partial,Blue,32613.85
2319,BMW,Hatchback,2009,122,2.1,Hybrid,Manual,0,0,None,White,38945.98
2320,Hyundai,Convertible,2017,26868,5.3,Petrol,Automatic,4,0,Full,Green,32514.05
2321,Volvo,Hatchback,2018,65155,3.1,Petrol,Automatic,4,0,Full,Black,33855.92
2322,Toyota,SUV,2007,80165,4.8,Petrol,Automatic,3,0,Full,Blue,25361.09
2323,Toyota,Sedan,2007,145193,3.7,Petrol,Manual,4,0,Full,Red,14358.34
2324,Kia,Minivan,2002,46889,2.9,Diesel,Automatic,1,0,Partial,Black,25436.33
2325,Honda,Sedan,2002,14693,5.0,Petrol,Automatic,3,0,Full,Black,23190.52
2326,Porsche,SUV,2011,128948,3.9,Hybrid,Automatic,3,0,Partial,Red,66380.53
2327,Nissan,SUV,2021,74652,3.0,Petrol,Automatic,3,0,Full,Silver,25252.64
2328,Volvo,Minivan,2016,42716,1.5,Hybrid,Automatic,0,0,Full,White,52412.91
2329,Hyundai,Convertible,2003,59477,5.5,Diesel,Automatic,5,0,Full,Silver,28921.57
2330,Mercedes,SUV,2016,129059,1.2,Electric,Automatic,5,0,Partial,Silver,71342.03
2331,Audi,Coupe,2013,62308,5.3,Electric,Automatic,0,1,Partial,Green,47138.52
2332,Mercedes,Hatchback,2018,22972,2.8,Hybrid,Automatic,3,0,None,Green,43179.41
2333,Nissan,Hatchback,2008,62418,4.2,Hybrid,Automatic,1,0,Partial,Silver,38427.4
2334,Chevrolet,Truck,2020,2055,5.6,Petrol,Automatic,2,0,Full,White,38343.83
2335,Chevrolet,SUV,2011,24421,1.8,Hybrid,Automatic,3,0,Full,Silver,45878.86
2336,Ford,SUV,2004,26070,3.8,Electric,Automatic,4,0,Partial,Green,40750.74
2337,Volvo,Coupe,2010,9126,4.8,Petrol,Automatic,5,0,Partial,Silver,41282.43
2338,Mercedes,Sedan,2019,1167,4.8,Diesel,Automatic,2,1,Full,Gray,58011.51
2339,Kia,Sedan,2002,7157,3.6,Petrol,Automatic,0,0,Full,Black,26105.09
2340,Chevrolet,Hatchback,2020,53155,4.1,Diesel,Automatic,0,1,Full,Green,20998.9
2341,Nissan,Hatchback,2014,81047,4.8,Diesel,Automatic,2,0,Full,Gray,30986.4
2342,Honda,Convertible,2013,221997,5.2,Diesel,Automatic,5,0,None,White,21136.91
2343,Tesla,Minivan,2010,21260,4.8,Diesel,Automatic,5,0,Partial,Blue,53612.46
2344,Land Rover,Coupe,2019,45736,2.8,Electric,Automatic,4,0,Full,Blue,61640.05
2345,Tesla,Minivan,2007,138346,6.0,Diesel,Automatic,0,1,Full,Red,38446.66
2346,Jaguar,Minivan,2003,9138,3.2,Hybrid,CVT,0,0,Partial,Blue,36111.9
2347,Hyundai,Truck,2011,63229,1.1,Petrol,Automatic,3,0,Partial,Red,29208.7
2348,Mercedes,Minivan,2007,70320,2.8,Diesel,Automatic,1,0,Full,Blue,57174.95
2349,Ford,Truck,2005,4659,1.6,Diesel,Automatic,4,0,Partial,Gray,13478.93
2350,Kia,Minivan,2014,98753,1.6,Petrol,Automatic,3,0,Partial,Gray,14521.36
2351,Jaguar,Coupe,2011,83860,2.4,Petrol,Manual,1,0,Full,Gray,48022.61
2352,Chevrolet,Truck,2015,1698,1.3,Diesel,Manual,0,0,None,Black,26018.84
2353,BMW,Sedan,2015,4775,4.4,Diesel,Manual,1,0,Full,White,67540.78
2354,Kia,Truck,2020,2518,1.4,Diesel,CVT,0,0,Full,Green,52928.67
2355,Lexus,Truck,2019,20379,2.0,Petrol,Automatic,5,0,Full,Blue,49304.19
2356,BMW,Coupe,2019,35594,1.5,Petrol,Automatic,3,0,Full,Blue,54378.85
2357,Nissan,Coupe,2003,38001,1.3,Diesel,Manual,0,0,Full,Blue,31221.04
2358,Volvo,Truck,2010,15575,2.3,Petrol,Automatic,1,0,Partial,Silver,44527.85
2359,Toyota,SUV,2012,121292,3.9,Petrol,CVT,3,0,Full,Gray,28114.13
2360,Land Rover,Coupe,2008,22964,5.8,Petrol,Automatic,1,0,Partial,Black,45253.87
2361,Kia,Convertible,2003,2331,5.4,Petrol,Automatic,1,0,Partial,Red,30706.87
2362,Mercedes,Convertible,2011,17849,5.4,Petrol,CVT,2,1,Full,Green,49941.16
2363,Hyundai,Sedan,2008,37869,1.9,Petrol,Automatic,0,0,Full,Green,25320.51
2364,Ford,Minivan,2012,26231,2.3,Petrol,Manual,0,0,Full,Red,23171.03
2365,Ford,Truck,2015,15999,1.4,Diesel,Automatic,1,0,Full,Red,45175.14
2366,Hyundai,SUV,2005,7039,4.9,Petrol,Automatic,5,0,Full,Gray,35365.7
2367,Nissan,Sedan,2009,85508,1.3,Diesel,Manual,0,0,Full,Red,26075.41
2368,Porsche,Truck,2012,277922,3.8,Electric,Automatic,4,0,Full,Red,64671.88
2369,Chevrolet,Coupe,2006,19989,2.2,Hybrid,Automatic,5,0,Full,Red,20503.58
2370,Lexus,Convertible,2018,24032,2.2,Petrol,Automatic,5,1,Full,Silver,43795.57
2371,Audi,Hatchback,2023,48121,6.0,Electric,Manual,5,0,Partial,Red,64399.56
2372,Audi,SUV,2018,63370,4.8,Petrol,Manual,0,0,Full,Black,86281.62
2373,Kia,Hatchback,2016,24881,5.2,Petrol,Automatic,5,0,Full,Gray,37596.59
2374,Audi,Convertible,2012,117656,3.9,Electric,Automatic,5,0,Full,Blue,82329.11
2375,Mercedes,Minivan,2012,41049,5.4,Hybrid,Manual,3,0,Full,Silver,52203.29
2376,Audi,Minivan,2020,29927,4.2,Diesel,Manual,0,0,Partial,Silver,62722.06
2377,Honda,Hatchback,2001,52018,5.7,Diesel,Automatic,5,0,Full,Gray,12902.9
2378,Kia,Coupe,2009,152672,2.4,Diesel,Automatic,4,0,Full,Red,14588.6
2379,Tesla,Truck,2021,79128,4.0,Petrol,Manual,5,0,Full,Blue,65915.02
2380,Ford,Coupe,2012,2041,4.5,Petrol,Automatic,1,1,Full,Blue,28584.16
2381,Lexus,Hatchback,2008,20196,3.0,Diesel,CVT,0,1,Full,Red,31944.01
2382,Tesla,Coupe,2000,31795,5.4,Electric,Automatic,3,0,Full,White,78751.61
2383,Toyota,Convertible,2013,18881,5.9,Petrol,Automatic,4,0,Full,Red,35767.96
2384,Lexus,SUV,2015,60229,3.5,Hybrid,Automatic,2,0,Full,Green,69866.55
2385,Tesla,Coupe,2019,87512,3.0,Petrol,Manual,1,0,None,Blue,48813.88
2386,Lexus,Convertible,2014,65716,3.4,Diesel,Automatic,1,0,Full,Black,66310.06
2387,Toyota,SUV,2000,227031,5.3,Diesel,Automatic,1,0,Full,Red,22845.43
2388,Jaguar,Minivan,2016,15910,4.2,Diesel,Automatic,4,0,Partial,Gray,48270.06
2389,Honda,Truck,2023,103967,1.2,Petrol,Manual,0,0,Partial,Red,22409.67
2390,Mercedes,Hatchback,2012,72754,3.7,Diesel,Automatic,0,0,Partial,Gray,48708.9
2391,Mercedes,Minivan,2014,22484,1.1,Diesel,Automatic,5,0,Partial,Silver,53519.51
2392,Nissan,Truck,2015,66236,4.9,Petrol,Automatic,5,0,Full,White,32969.78
2393,Kia,Minivan,2015,5494,2.6,Petrol,Automatic,0,0,Full,Silver,39657.27
2394,Hyundai,Sedan,2001,77873,3.4,Diesel,Automatic,5,1,Partial,Gray,9895.24
2395,Chevrolet,Minivan,2016,37999,5.0,Diesel,Automatic,0,1,Partial,Green,20312.19
2396,Ford,Convertible,2010,17286,1.2,Petrol,Automatic,1,0,Full,White,30814.2
2397,Audi,SUV,2007,53323,1.8,Diesel,Manual,2,0,Full,Silver,58802.11
2398,Honda,Minivan,2019,51308,3.0,Electric,Manual,1,0,Partial,Red,44122.81
2399,BMW,Coupe,2002,11753,2.1,Petrol,Manual,5,1,Full,Blue,24818.34
2400,Audi,Truck,2011,1543,2.7,Diesel,Automatic,2,0,None,Green,50911.55
2401,Chevrolet,Minivan,2019,28424,6.0,Petrol,Manual,2,0,Full,Blue,35351.42
2402,Ford,SUV,2015,42141,5.1,Petrol,Automatic,0,0,Partial,Green,43622.99
2403,Volvo,Convertible,2013,104618,5.4,Petrol,Automatic,3,0,Full,Red,67498.21
2404,Chevrolet,Sedan,2015,131705,5.7,Diesel,Automatic,4,0,Full,Green,25075.62
2405,Honda,Truck,2020,37624,2.7,Hybrid,Automatic,3,0,Full,White,47164.96
2406,Tesla,Hatchback,2016,70081,2.5,Petrol,Automatic,2,0,Full,Silver,52934.44
2407,Lexus,SUV,2010,28928,2.2,Diesel,Automatic,3,1,Full,Black,30807.72
2408,Hyundai,Hatchback,2016,68537,5.2,Diesel,Automatic,5,0,Partial,Black,31663.68
2409,Hyundai,SUV,2018,11458,4.4,Petrol,Automatic,2,0,Full,Black,45082.81
2410,Kia,SUV,2021,23186,2.2,Diesel,Automatic,1,1,Full,Silver,32680.97
2411,BMW,Convertible,2000,50287,2.9,Hybrid,Automatic,5,0,Full,Blue,75314.7
2412,Honda,Convertible,2011,916,3.5,Hybrid,Automatic,1,0,Partial,Silver,48152.85
2413,Toyota,Convertible,2014,64089,3.6,Hybrid,Automatic,5,0,Full,Green,39149.44
2414,Volvo,Minivan,2017,90253,5.4,Petrol,Automatic,0,1,None,Silver,27401.73
2415,Toyota,Coupe,2022,25469,2.9,Hybrid,Automatic,5,0,Partial,Gray,37358.98
2416,Mercedes,SUV,2013,29705,5.5,Petrol,Automatic,4,0,Partial,Blue,61725.11
2417,Nissan,Truck,2000,95285,3.2,Hybrid,Manual,1,0,Full,Black,28169.27
2418,Mercedes,Hatchback,2012,74728,4.7,Electric,Automatic,5,0,Partial,Black,63631.53
2419,Chevrolet,Convertible,2014,16994,5.7,Petrol,Automatic,4,1,Full,Black,22911.33
2420,Audi,Minivan,2006,19576,5.5,Diesel,Manual,0,0,Full,Blue,52078.29
2421,Tesla,Convertible,2014,56796,1.3,Diesel,Automatic,5,0,Full,Gray,74738.33
2422,BMW,Hatchback,2019,41413,2.0,Hybrid,Automatic,4,0,Full,Gray,56652.73
2423,Chevrolet,Hatchback,2009,8850,3.4,Petrol,Automatic,5,0,Full,Green,19252.61
2424,Land Rover,SUV,2013,18548,3.2,Electric,Automatic,1,0,Full,Green,74488.63
2425,Volvo,Convertible,2005,115120,4.2,Diesel,Automatic,1,0,Full,Silver,38179.71
2426,Hyundai,Hatchback,2013,58265,5.7,Petrol,Manual,3,0,Full,Blue,23503.54
2427,Volvo,Coupe,2023,213343,1.6,Petrol,Automatic,3,0,Partial,Green,33030.6
2428,Chevrolet,Coupe,2021,72838,3.3,Hybrid,Automatic,5,0,None,Blue,36142.61
2429,Chevrolet,Convertible,2011,142343,2.0,Petrol,Automatic,3,0,Partial,Black,20739.54
2430,Honda,Minivan,2010,12179,5.5,Petrol,Manual,5,0,Full,Black,35436.02
2431,Audi,Hatchback,2019,73807,5.8,Diesel,Manual,5,1,Full,Blue,42899.69
2432,Kia,SUV,2021,1021,3.4,Diesel,Automatic,4,0,Full,Red,47059.5
2433,Mercedes,SUV,2023,55548,1.5,Diesel,Automatic,1,0,Full,Blue,84495.05
2434,Hyundai,Minivan,2018,31676,4.9,Petrol,Automatic,0,0,None,Green,28376.64
2435,Nissan,SUV,2001,21290,4.5,Hybrid,Automatic,2,0,Full,Red,37523.77
2436,Audi,Sedan,2021,99171,2.8,Electric,Automatic,1,0,Partial,Red,61506.37
2437,Lexus,Convertible,2019,96299,5.4,Petrol,Automatic,3,0,Partial,Gray,57085.37
2438,Honda,SUV,2000,1127,5.9,Hybrid,CVT,5,0,Partial,Green,33110.9
2439,Honda,Coupe,2007,47017,3.8,Electric,Automatic,3,0,None,Silver,29077.15
2440,BMW,Hatchback,2013,22930,3.8,Diesel,Automatic,4,0,Full,White,64974.98
2441,Tesla,Truck,2008,26863,2.5,Diesel,Automatic,3,0,Full,Black,65463.7
2442,Nissan,Minivan,2001,89201,3.9,Petrol,Automatic,4,0,Partial,Green,5937.01
2443,Ford,Truck,2022,18541,3.2,Diesel,Automatic,0,1,Full,Red,28342.46
2444,Jaguar,SUV,2004,143278,2.5,Diesel,Manual,5,1,Full,Black,27438.81
2445,Ford,Truck,2022,9900,1.3,Hybrid,Automatic,3,0,Full,Black,47680.11
2446,Chevrolet,Truck,2007,54342,2.3,Electric,CVT,4,0,Partial,Black,35062.63
2447,Porsche,Sedan,2015,55753,2.0,Petrol,Automatic,3,0,Full,Blue,49172.36
2448,Hyundai,Coupe,2021,14530,3.7,Petrol,Automatic,4,0,None,Silver,32020.76
2449,Kia,Minivan,2015,19633,4.0,Petrol,Automatic,5,0,Full,Black,24870.98
2450,Porsche,Coupe,2012,90029,4.0,Hybrid,Automatic,5,0,Partial,Green,59310.45
2451,Honda,Sedan,2019,71733,2.9,Petrol,Automatic,1,0,Partial,Silver,28578.33
2452,Audi,Sedan,2014,19956,3.1,Diesel,Automatic,4,0,Full,White,53311.8
2453,Lexus,Truck,2000,38173,5.2,Petrol,Automatic,2,1,Full,White,31066.95
2454,BMW,Convertible,2021,3183,3.4,Diesel,Manual,0,0,Partial,Gray,77389.75
2455,Land Rover,Hatchback,2002,11706,5.9,Petrol,Automatic,1,1,Partial,Black,25324.18
2456,Porsche,Hatchback,2005,33259,3.2,Hybrid,Automatic,0,1,Partial,Red,31976.91
2457,BMW,Truck,2021,4494,4.2,Diesel,Automatic,1,0,Full,Gray,83280.68
2458,Honda,Hatchback,2013,92681,1.3,Electric,Automatic,3,0,Full,Blue,36983.31
2459,Tesla,Sedan,2003,63293,4.3,Diesel,Automatic,4,0,Full,Green,44477.26
2460,Toyota,Coupe,2017,143794,5.3,Petrol,Automatic,3,0,Full,Green,43039.3
2461,Ford,Hatchback,2014,59121,5.7,Petrol,Automatic,0,0,Partial,Gray,25490.41
2462,Lexus,Minivan,2008,141006,6.0,Electric,Automatic,5,0,Full,White,49310.09
2463,Hyundai,Truck,2017,40429,2.4,Hybrid,Manual,0,0,Partial,Red,44078.02
2464,Mercedes,Convertible,2002,45841,3.9,Petrol,Manual,1,1,Full,Black,53320.93
2465,Chevrolet,Truck,2009,188550,3.3,Hybrid,Automatic,0,0,Full,Black,25723.35
2466,BMW,SUV,2016,51379,3.8,Diesel,Automatic,4,0,Partial,White,65010.08
2467,Kia,Truck,2006,1563,1.8,Petrol,Manual,0,0,None,Blue,26047.54
2468,Tesla,Sedan,2014,64332,5.3,Petrol,Automatic,3,0,None,Silver,44374.94
2469,Land Rover,Coupe,2000,117941,5.5,Hybrid,Automatic,5,0,Partial,White,37857.0
2470,Jaguar,Coupe,2010,79378,3.2,Petrol,Manual,4,0,Partial,Red,41232.6
2471,Ford,Minivan,2016,43833,2.4,Petrol,Automatic,0,0,None,Silver,22802.87
2472,Mercedes,Hatchback,2004,55631,1.7,Petrol,Manual,2,0,Partial,Red,38073.88
2473,Hyundai,Sedan,2006,231226,4.4,Petrol,Automatic,2,1,None,Black,11151.77
2474,Ford,SUV,2018,4751,2.6,Diesel,Automatic,5,0,Full,Silver,40300.96
2475,Kia,Sedan,2023,55017,5.5,Petrol,Automatic,3,0,None,Red,21352.9
2476,Honda,Truck,2014,16661,4.4,Petrol,Manual,1,0,Full,Green,32474.71
2477,Jaguar,Sedan,2002,51095,4.2,Electric,Automatic,1,0,Full,Black,51975.02
2478,Ford,Sedan,2014,46776,3.8,Petrol,Automatic,5,0,Full,Red,27439.57
2479,Nissan,Minivan,2004,8329,1.2,Petrol,Manual,0,1,Partial,Silver,17271.88
2480,Land Rover,SUV,2022,11580,5.7,Diesel,Manual,4,0,Full,Black,79011.51
2481,Tesla,Truck,2011,48594,4.1,Diesel,Manual,5,0,None,Red,43961.66
2482,Chevrolet,Convertible,2019,6861,6.0,Hybrid,Automatic,1,0,Full,Gray,51145.18
2483,Porsche,Minivan,2004,15406,3.7,Petrol,Manual,2,0,Full,Silver,42043.22
2484,Jaguar,Convertible,2002,90164,4.6,Hybrid,Automatic,1,1,Full,Silver,36749.92
2485,Hyundai,Minivan,2008,19807,1.3,Hybrid,Automatic,2,0,Full,Silver,30716.23
2486,Honda,Coupe,2008,33477,4.2,Hybrid,Manual,1,0,Partial,Blue,35942.44
